Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A2,We love you,They want love,You eat now,I need love,1,1126,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A1,They stop playing,We love you,You eat now,They want love,1,1127,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A1,We love you,They want love,They stop playing,You eat now,1,1128,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A1,You play badly,You eat now,They want love,They stop playing,1,1129,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A4,I need love,You play badly,They stop playing,They want love,1,1130,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A1,You eat now,I need love,You play badly,They want love,1,1131,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A3,They want love,We love you,They stop playing,You eat now,1,1132,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A2,I need love,They stop playing,You play badly,We love you,1,1133,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A2,I need love,You eat now,You play badly,They stop playing,1,1134,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A4,They want love,We love you,They stop playing,You play badly,1,1135,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A4,You play badly,They want love,We love you,You eat now,1,1136,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A4,I need love,We love you,They want love,They stop playing,1,1137,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A1,You eat now,We love you,They want love,You play badly,1,1138,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A1,We love you,They stop playing,I need love,You play badly,1,1139,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A3,They want love,We love you,You eat now,You play badly,1,1140,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A2,We love you,You eat now,They want love,I need love,1,1141,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠇⠕⠧⠑,Q_A4,You eat now,They stop playing,I need love,They want love,1,1142,23
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛?,⠞⠓⠑⠽ ⠎⠞⠕⠏ ⠏⠇⠁⠽⠊⠝⠛,Q_A3,You play badly,They want love,They stop playing,We love you,1,1143,23
Which sentence corresponds to this Braille pattern: ⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥?,⠺⠑ ⠇⠕⠧⠑ ⠽⠕⠥,Q_A4,They stop playing,They want love,You play badly,We love you,1,1144,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A1,You play badly,I need love,They want love,We love you,1,1145,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A4,I need love,They want love,They stop playing,You eat now,1,1146,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A2,You play badly,I need love,They stop playing,You eat now,1,1147,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺?,⠽⠕⠥ ⠑⠁⠞ ⠝⠕⠺,Q_A4,I need love,We love you,They stop playing,You eat now,1,1148,23
Which sentence corresponds to this Braille pattern: ⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑?,⠊ ⠝⠑⠑⠙ ⠇⠕⠧⠑,Q_A4,They stop playing,We love you,You eat now,I need love,1,1149,23
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽?,⠽⠕⠥ ⠏⠇⠁⠽ ⠃⠁⠙⠇⠽,Q_A2,You eat now,You play badly,They want love,We love you,1,1150,23
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A4,Who loves you?,What do you want?,They want help,Who drinks water?,1,1151,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A2,Who drinks water?,You drink water,They want help,When do you play?,1,1152,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A1,You drink water,Who drinks water?,What do you want?,They want help,1,1153,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽??,⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽?,Q_A1,When do you play?,They want help,Who drinks water?,Who loves you?,1,1154,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A4,You drink water,They want help,When do you play?,Who loves you?,1,1155,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A4,You drink water,Who drinks water?,They want help,Who loves you?,1,1156,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A1,They want help,Who drinks water?,When do you play?,What do you want?,1,1157,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A4,When do you play?,Who loves you?,You drink water,What do you want?,1,1158,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A4,When do you play?,What do you want?,Who loves you?,Who drinks water?,1,1159,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A1,You drink water,Who loves you?,Who drinks water?,They want help,1,1160,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A3,Who drinks water?,When do you play?,They want help,You drink water,1,1161,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A3,You drink water,Who drinks water?,What do you want?,When do you play?,1,1162,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A2,What do you want?,Who drinks water?,You drink water,Who loves you?,1,1163,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽??,⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽?,Q_A4,They want help,Who drinks water?,You drink water,When do you play?,1,1164,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A4,They want help,Who drinks water?,When do you play?,What do you want?,1,1165,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A4,Who drinks water?,What do you want?,When do you play?,Who loves you?,1,1166,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A1,Who drinks water?,Who loves you?,When do you play?,They want help,1,1167,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A4,You drink water,Who loves you?,When do you play?,Who drinks water?,1,1168,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A4,You drink water,What do you want?,Who loves you?,Who drinks water?,1,1169,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A4,They want help,Who drinks water?,You drink water,What do you want?,1,1170,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A3,They want help,You drink water,What do you want?,Who drinks water?,1,1171,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A4,What do you want?,Who drinks water?,When do you play?,Who loves you?,1,1172,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A3,What do you want?,Who drinks water?,Who loves you?,You drink water,1,1173,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A4,They want help,Who drinks water?,When do you play?,Who loves you?,1,1174,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A1,They want help,Who drinks water?,Who loves you?,When do you play?,1,1175,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A2,They want help,You drink water,What do you want?,Who loves you?,1,1176,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A3,They want help,You drink water,What do you want?,Who loves you?,1,1177,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥??,⠺⠓⠕ ⠇⠕⠧⠑⠎ ⠽⠕⠥?,Q_A1,Who loves you?,What do you want?,Who drinks water?,You drink water,1,1178,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A1,They want help,When do you play?,What do you want?,Who drinks water?,1,1179,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽??,⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽?,Q_A1,When do you play?,You drink water,What do you want?,They want help,1,1180,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A4,They want help,When do you play?,Who loves you?,What do you want?,1,1181,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A3,You drink water,When do you play?,Who drinks water?,They want help,1,1182,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A2,They want help,What do you want?,You drink water,When do you play?,1,1183,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A3,Who drinks water?,Who loves you?,They want help,What do you want?,1,1184,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A1,What do you want?,Who drinks water?,Who loves you?,You drink water,1,1185,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A2,What do you want?,They want help,Who drinks water?,When do you play?,1,1186,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A2,Who loves you?,They want help,What do you want?,When do you play?,1,1187,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A1,They want help,When do you play?,Who drinks water?,You drink water,1,1188,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A2,They want help,Who drinks water?,You drink water,What do you want?,1,1189,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A4,Who drinks water?,They want help,When do you play?,What do you want?,1,1190,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽??,⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽?,Q_A4,They want help,You drink water,Who loves you?,When do you play?,1,1191,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A2,What do you want?,Who drinks water?,When do you play?,You drink water,1,1192,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A3,They want help,When do you play?,You drink water,Who loves you?,1,1193,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽??,⠺⠓⠑⠝ ⠙⠕ ⠽⠕⠥ ⠏⠇⠁⠽?,Q_A1,When do you play?,You drink water,Who loves you?,They want help,1,1194,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A3,Who loves you?,What do you want?,Who drinks water?,They want help,1,1195,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A4,They want help,What do you want?,When do you play?,You drink water,1,1196,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗??,⠺⠓⠕ ⠙⠗⠊⠝⠅⠎ ⠺⠁⠞⠑⠗?,Q_A2,What do you want?,Who drinks water?,You drink water,Who loves you?,1,1197,24
Which sentence corresponds to this Braille pattern: ⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏?,⠞⠓⠑⠽ ⠺⠁⠝⠞ ⠓⠑⠇⠏,Q_A4,When do you play?,Who drinks water?,Who loves you?,They want help,1,1198,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞??,⠺⠓⠁⠞ ⠙⠕ ⠽⠕⠥ ⠺⠁⠝⠞?,Q_A2,Who drinks water?,What do you want?,You drink water,When do you play?,1,1199,24
Which sentence corresponds to this Braille pattern: ⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗?,⠽⠕⠥ ⠙⠗⠊⠝⠅ ⠺⠁⠞⠑⠗,Q_A2,They want help,You drink water,Who drinks water?,What do you want?,1,1200,24
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙??,⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙?,Q_A4,Who needs help?,Why do you love?,Why stop now?,Where is the food?,1,1201,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏??,⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏?,Q_A2,Where are we going?,When do we stop?,Why stop now?,Where is the food?,1,1202,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏??,⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏?,Q_A4,Why stop now?,Where is the food?,Where are we going?,Who needs help?,1,1203,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠁⠗⠑ ⠺⠑ ⠛⠕⠊⠝⠛??,⠺⠓⠑⠗⠑ ⠁⠗⠑ ⠺⠑ ⠛⠕⠊⠝⠛?,Q_A1,Where are we going?,Why do you love?,When do we stop?,Why stop now?,1,1204,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙??,⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙?,Q_A1,Where is the food?,Why do you love?,Who needs help?,When do we stop?,1,1205,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙??,⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙?,Q_A2,Why stop now?,Where is the food?,When do we stop?,Where are we going?,1,1206,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠙⠕ ⠽⠕⠥ ⠇⠕⠧⠑??,⠺⠓⠽ ⠙⠕ ⠽⠕⠥ ⠇⠕⠧⠑?,Q_A2,Where is the food?,Why do you love?,Why stop now?,Where are we going?,1,1207,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏??,⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏?,Q_A3,Why do you love?,Where is the food?,When do we stop?,Who needs help?,1,1208,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺??,⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺?,Q_A4,Where are we going?,Who needs help?,Why do you love?,Why stop now?,1,1209,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺??,⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺?,Q_A4,Who needs help?,Where is the food?,When do we stop?,Why stop now?,1,1210,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙??,⠺⠓⠑⠗⠑ ⠊⠎ ⠞⠓⠑ ⠋⠕⠕⠙?,Q_A1,Where is the food?,Why do you love?,Who needs help?,When do we stop?,1,1211,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠙⠕ ⠽⠕⠥ ⠇⠕⠧⠑??,⠺⠓⠽ ⠙⠕ ⠽⠕⠥ ⠇⠕⠧⠑?,Q_A4,Where is the food?,Who needs help?,Where are we going?,Why do you love?,1,1212,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏??,⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏?,Q_A1,Who needs help?,Where are we going?,When do we stop?,Why stop now?,1,1213,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠁⠗⠑ ⠺⠑ ⠛⠕⠊⠝⠛??,⠺⠓⠑⠗⠑ ⠁⠗⠑ ⠺⠑ ⠛⠕⠊⠝⠛?,Q_A2,Why stop now?,Where are we going?,Where is the food?,Who needs help?,1,1214,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺??,⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺?,Q_A4,Where is the food?,When do we stop?,Who needs help?,Why stop now?,1,1215,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏??,⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏?,Q_A2,Why do you love?,Who needs help?,When do we stop?,Where are we going?,1,1216,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺??,⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺?,Q_A4,When do we stop?,Why do you love?,Where is the food?,Why stop now?,1,1217,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏??,⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏?,Q_A3,Who needs help?,Where are we going?,When do we stop?,Where is the food?,1,1218,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏??,⠺⠓⠑⠝ ⠙⠕ ⠺⠑ ⠎⠞⠕⠏?,Q_A1,When do we stop?,Who needs help?,Where are we going?,Why stop now?,1,1219,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏??,⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏?,Q_A1,Who needs help?,Where are we going?,When do we stop?,Where is the food?,1,1220,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏??,⠺⠓⠕ ⠝⠑⠑⠙⠎ ⠓⠑⠇⠏?,Q_A3,Where are we going?,Why do you love?,Who needs help?,Why stop now?,1,1221,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺??,⠺⠓⠽ ⠎⠞⠕⠏ ⠝⠕⠺?,Q_A2,When do we stop?,Why stop now?,Where are we going?,Where is the food?,1,1222,25
Which sentence corresponds to this Braille pattern: ⠺⠓⠑⠗⠑ ⠁⠗⠑ ⠺⠑ ⠛⠕⠊⠝⠛??,⠺⠓⠑⠗⠑ ⠁⠗⠑ ⠺⠑ ⠛⠕⠊⠝⠛?,Q_A3,Who needs help?,Why stop now?,Where are we going?,Why do you love?,1,1223,25
